,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Income,year_sold,house_age_at_sale
10976,189,278000.0,4,2.5,1940,6887,2.0,0,4,0,8,1940,0.0,1990,0.0,98023,47.2911,-122.353,1870,6144,212062.0,2014,24.0
10977,20,240000.0,4,2.25,1720,8300,1.0,0,4,2,9,1720,0.0,1973,0.0,98023,47.3192,-122.385,2010,8000,212062.0,2014,41.0
10978,33,250500.0,3,2.0,1710,7225,2.0,0,4,2,8,1710,0.0,1988,0.0,98023,47.2917,-122.373,1710,7225,212062.0,2014,26.0
10979,47,287500.0,4,2.5,2570,9000,1.0,0,4,2,9,1590,980.0,1979,0.0,98023,47.2986,-122.372,2120,8571,212062.0,2014,35.0
10980,319,275000.0,3,2.5,1830,7062,2.0,0,4,0,8,1830,0.0,1990,0.0,98023,47.2895,-122.352,1820,6434,212062.0,2015,25.0
10981,48,265000.0,3,1.75,1840,7300,1.0,0,4,0,9,1840,0.0,1966,0.0,98023,47.3122,-122.369,1920,8010,212062.0,2014,48.0
10982,111,289950.0,3,2.5,2070,5013,2.0,0,4,0,9,2070,0.0,1987,0.0,98023,47.3202,-122.395,1670,5013,212062.0,2014,27.0
10983,292,248500.0,3,2.0,1240,12285,1.0,0,4,0,8,620,620.0,1939,1991.0,98023,47.3219,-122.341,1560,11564,212062.0,2015,76.0
10984,299,198500.0,2,1.0,1050,9600,1.0,0,4,2,7,1050,0.0,1959,0.0,98023,47.3274,-122.346,990,8880,212062.0,2015,56.0
10985,52,261350.0,3,1.75,1390,18200,1.0,0,4,2,8,1390,0.0,1962,0.0,98023,47.3208,-122.337,1810,9675,212062.0,2014,52.0
10986,68,486000.0,4,2.5,3560,12047,2.0,0,4,0,0,3560,0.0,1988,0.0,98023,47.3019,-122.341,3420,11250,212062.0,2014,26.0
10987,303,230000.0,3,1.0,1380,10112,1.0,0,4,2,8,940,440.0,1963,0.0,98023,47.3196,-122.351,1240,10112,212062.0,2015,52.0
10988,238,302300.0,5,2.75,3130,9450,1.0,0,4,2,9,1580,1550.0,1973,0.0,98023,47.3099,-122.384,1900,9000,212062.0,2014,41.0
10989,32,206000.0,3,1.0,1060,9600,1.0,0,4,2,7,1060,0.0,1962,0.0,98023,47.2878,-122.358,1060,9604,212062.0,2014,52.0
10990,234,269000.0,3,2.25,1950,8661,1.0,0,4,2,9,1950,0.0,1966,0.0,98023,47.3127,-122.362,1950,8800,212062.0,2014,48.0
10991,180,270000.0,3,2.0,2330,8000,1.0,0,4,0,8,1390,940.0,1986,0.0,98023,47.2958,-122.368,1570,7227,212062.0,2014,28.0
10992,6,347500.0,4,2.5,2460,7350,2.0,0,4,0,10,2460,0.0,1989,0.0,98023,47.3061,-122.349,2390,8568,212062.0,2014,25.0
10993,89,184900.0,3,1.0,1040,10080,1.0,0,4,0,7,1040,0.0,1959,0.0,98023,47.32899999999999,-122.343,1000,8736,212062.0,2014,55.0
10994,268,277500.0,3,2.5,1690,5171,2.0,0,4,0,9,1690,0.0,2003,0.0,98023,47.2779,-122.347,2550,5025,212062.0,2015,12.0
10995,313,400000.0,3,1.75,1830,9620,1.0,0,4,2,9,1830,0.0,1978,0.0,98023,47.3123,-122.389,1990,8280,212062.0,2015,37.0
10996,154,230000.0,3,1.5,1630,6625,1.0,0,4,4,8,980,650.0,1980,0.0,98023,47.29,-122.368,1440,7145,212062.0,2014,34.0
10997,90,305000.0,3,2.0,1830,10873,1.0,0,4,0,9,1830,0.0,1989,0.0,98023,47.3066,-122.394,2490,8976,212062.0,2014,25.0
10998,53,218000.0,3,1.5,1330,7600,1.0,0,4,2,8,1330,0.0,1968,0.0,98023,47.3103,-122.366,1500,7776,212062.0,2014,46.0
10999,313,295000.0,3,2.25,1850,7800,2.0,0,4,0,10,1850,0.0,1974,0.0,98023,47.3146,-122.379,2360,8000,212062.0,2015,41.0
11000,84,230000.0,5,1.0,1410,9000,1.0,0,4,4,8,1410,0.0,1967,0.0,98023,47.3054,-122.369,1200,8346,212062.0,2014,47.0
11001,284,420000.0,4,2.25,2930,9840,1.0,0,4,2,9,1560,1370.0,1977,0.0,98023,47.3103,-122.382,2800,8374,212062.0,2015,38.0
11002,222,179950.0,2,1.0,1200,9000,1.0,0,4,0,7,1200,0.0,1958,0.0,98023,47.3277,-122.349,1040,9600,212062.0,2014,56.0
11003,32,375900.0,6,1.5,2550,33740,1.0,0,4,2,9,1750,800.0,1958,0.0,98023,47.3222,-122.362,2010,28200,212062.0,2014,56.0
11004,251,233000.0,3,1.75,1460,7800,1.0,0,4,1,8,1040,420.0,1979,0.0,98023,47.3035,-122.382,1310,7865,212062.0,2015,36.0
11005,255,204250.0,3,2.25,1960,7708,1.0,0,4,2,8,1490,470.0,1984,0.0,98023,47.2981,-122.374,1580,8063,212062.0,2015,31.0
11006,303,299900.0,4,2.75,2330,7200,1.0,0,4,2,9,1560,770.0,1977,0.0,98023,47.3203,-122.385,2350,7600,212062.0,2015,38.0
11007,147,232000.0,3,1.75,1290,6604,1.0,0,4,0,8,1290,0.0,1984,0.0,98023,47.323,-122.349,1440,6682,212062.0,2014,30.0
11008,215,209950.0,3,1.0,1660,8800,1.0,0,4,2,8,960,700.0,1963,0.0,98023,47.3212,-122.352,1370,10112,212062.0,2014,51.0
11009,250,286000.0,4,1.75,2190,8400,2.0,0,4,1,9,2190,0.0,1978,0.0,98023,47.3003,-122.373,2410,7700,212062.0,2015,37.0
11010,338,231000.0,3,1.75,1220,8817,1.0,0,4,0,8,1220,0.0,1978,0.0,98023,47.3111,-122.396,2000,8028,212062.0,2015,37.0
11011,7,465000.0,4,2.5,1930,9653,1.0,0,4,2,10,1930,0.0,1968,0.0,98023,47.3367,-122.335,2100,10454,212062.0,2014,46.0
11012,138,545400.0,3,2.0,2850,19200,1.0,0,3,0,9,2340,510.0,2004,0.0,98023,47.3378,-122.348,2860,18240,212062.0,2014,10.0
11013,288,293000.0,3,2.5,1990,7577,2.0,0,4,0,8,1990,0.0,1990,0.0,98023,47.2908,-122.351,1900,7152,212062.0,2015,25.0
11014,167,246000.0,3,2.25,1440,10500,1.0,0,4,0,9,1130,310.0,1983,0.0,98023,47.31800000000001,-122.391,1510,8125,212062.0,2014,31.0
11015,87,241000.0,3,2.0,1520,7131,1.0,0,4,0,9,1520,0.0,1993,0.0,98023,47.3061,-122.361,1890,7379,212062.0,2014,21.0
11016,74,263000.0,3,1.75,1790,7485,1.0,0,4,2,9,1330,460.0,1979,0.0,98023,47.3118,-122.34,1970,8097,212062.0,2014,35.0
11017,239,160000.0,4,1.0,1540,7350,1.0,0,4,2,7,770,770.0,1969,0.0,98023,47.3318,-122.34,910,8000,212062.0,2014,45.0
11018,158,510000.0,4,4.0,3530,10935,2.0,0,4,0,0,3530,0.0,1992,0.0,98023,47.3016,-122.342,3360,11250,212062.0,2014,22.0
11019,4,295000.0,3,2.25,1980,8000,1.0,0,4,2,10,1560,420.0,1974,0.0,98023,47.3149,-122.378,2360,8000,212062.0,2014,40.0
11020,283,227000.0,3,1.75,1680,7455,1.0,0,4,2,9,1680,0.0,1968,0.0,98023,47.3112,-122.378,2040,8214,212062.0,2015,47.0
11021,38,213000.0,4,1.75,1980,9000,1.0,0,4,1,8,1480,500.0,1978,0.0,98023,47.3071,-122.381,1980,9360,212062.0,2014,36.0
11022,245,185000.0,3,1.0,1010,6400,1.0,0,4,0,8,1010,0.0,1971,0.0,98023,47.3027,-122.376,1820,6500,212062.0,2015,44.0
11023,45,285500.0,4,1.75,1960,7950,1.0,0,4,2,9,1960,0.0,1967,0.0,98023,47.3109,-122.377,1960,8400,212062.0,2014,47.0
11024,221,176000.0,3,2.25,1540,5449,1.0,0,4,1,8,1180,360.0,1989,0.0,98023,47.29,-122.358,1460,6740,212062.0,2014,25.0
11025,26,355000.0,3,2.5,2400,9701,1.0,0,4,0,10,2400,0.0,1990,0.0,98023,47.3081,-122.392,2400,8258,212062.0,2014,24.0
11026,273,270000.0,3,2.25,1810,8262,2.0,0,4,2,9,1810,0.0,1981,0.0,98023,47.2994,-122.37,1820,8262,212062.0,2015,34.0
11027,19,318989.0,4,2.25,2000,9000,1.0,0,4,2,9,2000,0.0,1978,0.0,98023,47.3125,-122.387,2190,8374,212062.0,2014,36.0
11028,213,330000.0,3,2.5,2370,9102,2.0,0,4,0,10,2370,0.0,1990,0.0,98023,47.3067,-122.394,2530,9883,212062.0,2014,24.0
11029,206,218250.0,3,1.5,1080,9774,1.0,0,4,0,8,1080,0.0,1968,0.0,98023,47.3155,-122.401,1190,9611,212062.0,2014,46.0
11030,115,330000.0,4,2.5,2510,8580,2.0,0,4,2,9,2510,0.0,1991,0.0,98023,47.295,-122.37,2290,7809,212062.0,2014,23.0
11031,276,230000.0,3,2.25,1500,7210,1.0,0,4,0,8,1150,350.0,1984,0.0,98023,47.3124,-122.352,1500,7210,212062.0,2015,31.0
11032,90,217000.0,3,1.0,1000,12000,1.0,0,4,0,8,1000,0.0,1959,0.0,98023,47.3321,-122.346,1490,14940,212062.0,2014,55.0
11033,233,274000.0,2,2.0,1700,7992,1.0,0,4,2,8,950,750.0,1980,0.0,98023,47.3031,-122.385,1700,8030,212062.0,2014,34.0
11034,246,270000.0,3,2.0,1820,7750,1.0,0,4,0,9,1820,0.0,1992,0.0,98023,47.3169,-122.352,2080,8084,212062.0,2015,23.0
11035,230,245000.0,4,1.75,1930,7650,1.0,0,4,2,9,1280,650.0,1981,0.0,98023,47.3078,-122.386,1860,8800,212062.0,2014,33.0
11036,82,223000.0,4,2.0,1200,8470,1.0,0,4,2,8,1200,0.0,1961,0.0,98023,47.3262,-122.338,1110,8400,212062.0,2014,53.0
11037,129,260000.0,3,1.5,1750,7000,2.0,0,4,0,9,1750,0.0,1983,0.0,98023,47.3108,-122.346,1840,9305,212062.0,2014,31.0
11038,202,179950.0,2,1.0,1100,7323,1.0,0,4,0,8,780,320.0,1982,0.0,98023,47.2874,-122.37,1410,7227,212062.0,2014,32.0
11039,229,249000.0,3,2.5,1850,7200,1.0,0,4,0,8,1500,350.0,1979,0.0,98023,47.3063,-122.384,2140,7500,212062.0,2014,35.0
11040,174,300000.0,3,2.25,1730,10030,1.0,0,4,2,9,1730,0.0,1985,0.0,98023,47.3108,-122.345,2090,8823,212062.0,2014,29.0
11041,220,192500.0,3,1.0,1100,9750,1.0,0,4,2,8,1100,0.0,1966,0.0,98023,47.3248,-122.345,1190,9750,212062.0,2014,48.0
11042,69,345000.0,3,1.75,3140,8571,1.0,0,4,2,9,1670,1470.0,1985,0.0,98023,47.3074,-122.337,2590,7949,212062.0,2014,29.0
11043,352,335000.0,4,2.25,3220,7889,2.0,0,4,0,9,3220,0.0,1978,0.0,98023,47.3112,-122.339,2120,7651,212062.0,2015,37.0
11044,68,412000.0,4,3.5,3360,9767,2.0,0,4,0,10,2450,910.0,1990,0.0,98023,47.3047,-122.347,2580,8757,212062.0,2014,24.0
11045,168,310000.0,4,2.5,3140,22100,1.0,0,4,2,9,1820,1320.0,1960,0.0,98023,47.319,-122.362,2700,25500,212062.0,2014,54.0
11046,178,218000.0,4,1.0,1620,17500,1.0,0,4,0,8,1620,0,1962,0.0,98023,47.3021,-122.388,2400,17394,212062.0,2014,52.0
11047,4,191000.0,3,1.5,800,8850,1.0,0,4,2,7,800,0.0,1959,0.0,98023,47.3266,-122.348,820,8775,212062.0,2014,55.0
11048,296,420000.0,4,2.5,3360,11637,2.0,0,4,0,1,3360,0.0,1990,0.0,98023,47.3018,-122.342,3530,11205,212062.0,2015,25.0
11049,201,252000.0,3,2.0,1540,7210,2.0,0,4,2,8,1540,0.0,1984,0.0,98023,47.3128,-122.351,1500,7210,212062.0,2014,30.0
11050,245,218250.0,3,1.0,1270,7344,1.0,0,4,0,8,970,300.0,1967,0.0,98023,47.305,-122.371,1290,7300,212062.0,2015,48.0
11051,153,263000.0,4,2.75,1830,7315,1.0,0,4,4,8,1250,580.0,1979,0.0,98023,47.2989,-122.38,1730,7208,212062.0,2014,35.0
11052,55,252500.0,3,2.0,1900,8002,1.0,0,4,0,8,1900,0.0,1991,0.0,98023,47.2909,-122.352,1900,6086,212062.0,2014,23.0
11053,226,242000.0,4,2.5,1750,11400,2.0,0,4,2,8,1750,0.0,1975,0.0,98023,47.3149,-122.386,1890,9024,212062.0,2014,39.0
11054,319,160000.0,3,1.5,960,6497,1.0,0,4,2,8,960,0.0,1970,0.0,98023,47.3018,-122.378,1160,7080,212062.0,2015,45.0
11055,131,133400.0,3,1.0,900,2550,1.0,0,4,2,7,900,0.0,1978,0.0,98023,47.3036,-122.363,1120,2550,212062.0,2014,36.0
11056,358,369000.0,4,2.5,2550,7349,2.0,0,4,0,10,2550,0.0,1989,0.0,98023,47.3059,-122.349,2400,8508,212062.0,2015,26.0
11057,296,147000.0,3,1.5,1480,9606,1.0,0,4,2,8,1100,380.0,1964,0.0,98023,47.2978,-122.363,1600,9619,212062.0,2015,51.0
11058,298,255000.0,3,2.25,1850,7151,2.0,0,4,0,8,1850,0.0,1989,0.0,98023,47.2843,-122.352,1710,6827,212062.0,2015,26.0
11059,87,187500.0,3,1.0,840,8400,1.0,0,4,0,7,840,0.0,1959,0.0,98023,47.3281,-122.344,1030,8640,212062.0,2014,55.0
11060,246,319000.0,4,2.5,2020,5100,2.0,0,4,0,8,2020,0.0,2010,0.0,98023,47.2822,-122.357,2300,5685,212062.0,2015,5.0
11061,91,442000.0,4,4.0,4168,8485,2.0,0,4,0,0,3222,946.0,2007,0.0,98023,47.3029,-122.387,4362,8100,212062.0,2014,7.0
11062,125,450000.0,5,3.5,3931,9497,2.0,0,4,0,0,2650,1281.0,2014,0.0,98023,47.3008,-122.386,3510,9497,212062.0,2014,0.0
11063,194,290000.0,4,2.5,2423,7292,2.0,0,4,0,9,2423,0.0,2005,0.0,98023,47.3227,-122.37,2495,7489,212062.0,2014,9.0
11064,185,409950.0,3,2.5,2655,5080,2.0,0,4,0,9,2655,0.0,2013,0.0,98023,47.2972,-122.348,2879,5232,212062.0,2014,1.0
11065,320,430236.0,4,3.25,3444,5166,2.0,0,4,0,9,2714,730.0,2014,0.0,98023,47.2966,-122.348,2848,5182,212062.0,2015,1.0
11066,154,429900.0,4,3.5,2584,5005,2.0,0,4,0,9,2584,0.0,2014,0.0,98023,47.29600000000001,-122.35,2767,5201,212062.0,2014,0.0
11067,207,424950.0,4,3.25,3266,5398,2.0,0,4,0,9,3266,0.0,2014,0.0,98023,47.2975,-122.35,3087,5152,212062.0,2014,0.0
11068,285,429900.0,4,3.25,2880,5929,2.5,0,4,0,9,2880,0.0,2014,0.0,98023,47.2752,-122.349,2880,5846,212062.0,2015,1.0
11069,145,734000.0,5,4.25,4110,42755,2.0,0,4,0,0,2970,1140.0,2000,0.0,98023,47.3375,-122.337,2730,12750,212062.0,2014,14.0
11070,88,432500.0,4,2.5,3172,5033,2.0,0,4,0,9,3172,0.0,2014,0.0,98023,47.2961,-122.348,2704,5232,212062.0,2014,0.0
11071,203,418000.0,4,3.25,3266,5969,2.0,0,4,0,9,3266,0.0,2014,0.0,98023,47.2975,-122.35,3087,5169,212062.0,2014,0.0
11072,290,329950.0,4,2.5,2300,9690,2.0,0,4,0,9,2300,0.0,2006,0.0,98023,47.2793,-122.352,1200,9085,212062.0,2015,9.0
11073,40,329950.0,3,2.5,2456,7566,2.0,0,4,0,9,2456,0,2012,0.0,98023,47.297,-122.351,2478,7212,212062.0,2014,2.0
11074,256,427000.0,3,2.5,3192,5653,2.0,0,4,0,9,3192,0.0,2014,0.0,98023,47.2956,-122.35,3000,5134,212062.0,2015,1.0
11075,131,395950.0,5,3.5,2738,6031,2.0,0,4,0,9,2738,0.0,2014,0.0,98023,47.2962,-122.35,2738,5201,212062.0,2014,0.0
11076,367,498000.0,4,2.5,3402,14355,2.0,0,4,0,0,2846,556.0,2014,0.0,98023,47.3009,-122.385,3402,8487,212062.0,2015,1.0
11077,26,363000.0,4,2.5,3753,7204,2.0,0,4,0,0,3336,417.0,2008,0.0,98023,47.3011,-122.385,3494,9375,212062.0,2014,6.0
11078,48,330000.0,3,2.5,2238,7209,2.0,0,4,0,9,2238,0.0,2011,0.0,98023,47.2966,-122.353,2456,7212,212062.0,2014,3.0
11079,303,380000.0,4,2.5,3120,5001,2.0,0,4,0,10,3120,0.0,2005,0.0,98023,47.2779,-122.349,3120,5244,212062.0,2015,10.0
11080,246,249000.0,3,1.0,1030,24750,1.0,0,0,0,6,1030,0.0,1943,0.0,98023,47.3343,-122.362,2810,28800,212062.0,2015,72.0
11081,166,332000.0,4,2.5,2380,5737,2.0,0,4,0,8,2380,0,2010,0.0,98023,47.2815,-122.356,2380,5396,212062.0,2014,4.0
11082,193,399950.0,3,2.5,3087,5002,2.0,0,4,0,9,3087,0.0,2014,0.0,98023,47.2974,-122.349,2927,5183,212062.0,2014,0.0
11083,304,1350000.0,3,2.5,2753,65005,1.0,1,0,4,10,2165,588.0,1953,0.0,98070,47.4041,-122.451,2680,72513,46433.0,2015,62.0
11084,178,369900.0,1,0.75,760,10079,1.0,1,1,4,6,760,0.0,1936,0.0,98070,47.4683,-122.438,1230,14267,46433.0,2014,78.0
11085,168,309600.0,4,1.75,1275,20000,1.0,0,4,2,7,1275,0.0,1991,0.0,98070,47.3796,-122.49,1660,20000,46433.0,2014,23.0
11086,75,517534.0,2,1.0,833,143947,1.0,0,4,0,6,833,0.0,2006,0.0,98070,47.3889,-122.482,1380,143947,46433.0,2014,8.0
11087,208,705000.0,3,3.0,1970,20978,2.0,1,3,2,10,1770,200.0,1980,0.0,98070,47.3844,-122.438,2280,75396,46433.0,2014,34.0
11088,160,290000.0,2,0.75,440,8313,1.0,1,3,2,6,440,0.0,1943,0.0,98070,47.4339,-122.512,880,26289,46433.0,2014,71.0
11089,69,545000.0,2,2.0,2930,14057,1.0,0,0,2,9,1680,1250.0,1980,0.0,98070,47.4025,-122.463,2234,61011,46433.0,2014,34.0
11090,7,255000.0,2,1.0,960,28717,1.0,0,4,2,7,960,0.0,1984,0.0,98070,47.3356,-122.502,1860,28717,46433.0,2014,30.0
11091,53,585000.0,3,2.5,2270,100545,2.0,0,4,0,9,2270,0.0,1998,0.0,98070,47.4815,-122.47,1277,100545,46433.0,2014,16.0
11092,239,530000.0,3,0.75,920,20412,1.0,0,0,4,7,920,0.0,1950,0.0,98070,47.4781,-122.49,1162,54705,46433.0,2014,64.0
11093,76,510000.0,2,1.75,1210,131115,1.5,0,4,4,8,1210,0.0,1950,0.0,98070,47.4599,-122.45,2020,185565,46433.0,2014,64.0
11094,344,480000.0,2,1.5,1008,26487,1.0,1,1,2,7,1008,0.0,1943,2002.0,98070,47.3853,-122.479,1132,24079,46433.0,2015,72.0
11095,56,453000.0,4,2.75,2300,37533,1.0,0,3,4,9,1550,750.0,1979,0.0,98070,47.3714,-122.431,2130,10092,46433.0,2014,35.0
11096,146,482000.0,3,1.75,2600,105587,1.0,0,4,2,8,1300,1300.0,1980,0.0,98070,47.4464,-122.497,1941,208438,46433.0,2014,34.0
11097,201,999000.0,3,2.75,2830,505166,1.0,1,3,2,9,1830,1000.0,1962,0.0,98070,47.3782,-122.514,2120,21988,46433.0,2014,52.0
11098,74,252000.0,2,1.0,940,15450,1.0,0,4,2,7,940,0.0,1926,0.0,98070,47.4408,-122.461,1370,34820,46433.0,2014,88.0
11099,316,329500.0,3,1.0,1810,13068,1.0,0,4,2,8,1360,450.0,1941,0.0,98070,47.4482,-122.462,1400,13068,46433.0,2015,74.0
11100,17,256500.0,2,1.0,1120,9912,1.0,0,4,2,7,1120,0.0,1980,0.0,98070,47.3735,-122.43,1540,9750,46433.0,2014,34.0
11101,170,338500.0,3,1.75,2130,5489,1.0,0,4,0,9,1370,760.0,1999,0.0,98070,47.4489,-122.456,1750,7200,46433.0,2014,15.0
11102,152,429592.0,2,2.75,1992,10946,1.5,0,1,4,7,1288,704.0,1903,0.0,98070,47.3551,-122.475,1110,8328,46433.0,2014,111.0
11103,82,1380000.0,3,3.25,3786,38038,1.0,1,1,0,10,1934,1852.0,1978,2006.0,98070,47.3907,-122.448,2850,33361,46433.0,2014,36.0
11104,347,525000.0,4,2.25,2620,98881,1.0,0,4,0,8,1820,800.0,1952,0.0,98070,47.4662,-122.453,1728,95832,46433.0,2015,63.0
11105,82,562000.0,3,3.0,3290,80471,2.0,0,0,2,9,2330,960.0,1975,0.0,98070,47.504,-122.464,1830,30494,46433.0,2014,39.0
11106,46,550000.0,3,1.75,2240,78225,2.0,0,4,4,9,2240,0.0,1976,0.0,98070,47.4638,-122.484,2030,202554,46433.0,2014,38.0
11107,77,567035.0,3,2.0,2064,46173,2.0,0,4,4,8,2064,0.0,1903,0.0,98070,47.4469,-122.455,1640,21780,46433.0,2014,111.0
11108,150,550000.0,3,2.0,3650,843309,2.0,0,4,2,8,3650,0.0,1991,0.0,98070,47.3627,-122.496,1870,273992,46433.0,2014,23.0
11109,31,789000.0,3,3.0,3740,39640,2.0,0,0,0,0,3740,0.0,1991,0.0,98070,47.4036,-122.462,2930,26136,46433.0,2014,23.0
11110,14,363750.0,3,1.75,1726,197326,2.0,0,4,2,8,1726,0.0,1982,0.0,98070,47.3484,-122.505,2114,99316,46433.0,2014,32.0
11111,90,181000.0,2,1.5,1560,10807,1.0,0,4,1,8,1560,0.0,1949,0.0,98070,47.4444,-122.509,1660,196591,46433.0,2014,65.0
11112,53,549000.0,2,1.0,2034,13392,1.0,1,1,4,8,1159,875.0,1947,0.0,98070,47.3312,-122.503,1156,15961,46433.0,2014,67.0
11113,365,389000.0,3,2.0,2080,12972,1.0,0,4,2,8,1250,830.0,1981,0.0,98070,47.3733,-122.432,1530,10089,46433.0,2015,34.0
11114,129,303000.0,2,1.0,1100,27007,1.0,0,4,2,7,1100,0.0,1943,0.0,98070,47.4471,-122.473,1746,91476,46433.0,2014,71.0
11115,39,350000.0,2,0.75,1392,43710,1.5,0,4,2,8,1392,0.0,1978,0.0,98070,47.4491,-122.453,1640,99316,46433.0,2014,36.0
11116,188,416500.0,4,2.0,2280,39848,2.0,0,4,2,9,2280,0.0,1991,0.0,98070,47.5003,-122.465,1900,38472,46433.0,2014,23.0
11117,55,663000.0,3,2.5,2480,37843,1.5,0,3,2,9,2480,0.0,1974,0.0,98070,47.4003,-122.422,2350,42122,46433.0,2014,40.0
11118,367,495000.0,4,3.5,2490,18042,2.0,0,4,0,9,2490,0.0,2003,0.0,98070,47.4161,-122.441,1960,21107,46433.0,2015,12.0
11119,138,340000.0,2,0.75,1060,48292,1.0,1,0,4,7,560,500.0,1947,0.0,98070,47.4285,-122.511,750,80201,46433.0,2014,67.0
11120,196,545000.0,4,3.0,3160,10948,1.0,0,3,0,9,1930,1230.0,1991,0.0,98070,47.3733,-122.422,2380,13623,46433.0,2014,23.0
11121,115,295000.0,3,1.75,1500,15246,1.0,0,4,0,7,1500,0.0,1925,0.0,98070,47.4367,-122.463,1500,16988,46433.0,2014,89.0
11122,88,310000.0,3,1.75,1560,82328,1.0,0,4,0,8,1560,0.0,1974,0.0,98070,47.3674,-122.503,2100,205603,46433.0,2014,40.0
11123,302,649000.0,2,2.75,2090,23962,2.0,0,3,2,9,2090,0.0,1988,0.0,98070,47.4145,-122.44,1820,32340,46433.0,2015,27.0
11124,56,410000.0,3,2.0,1400,45738,2.0,0,4,2,9,1400,0.0,1981,0.0,98070,47.3624,-122.455,2390,56628,46433.0,2014,33.0
11125,160,950000.0,4,3.0,3230,438213,2.0,0,4,0,10,3230,0.0,1999,0.0,98070,47.4141,-122.47,1600,144619,46433.0,2014,15.0
11126,202,700000.0,2,1.75,1679,577605,2.0,0,4,0,10,1679,0.0,2001,0.0,98070,47.463,-122.475,1850,358934,46433.0,2014,13.0
11127,320,645000.0,3,2.5,2120,196995,1.0,0,2,0,10,2120,0.0,1997,0.0,98070,47.4089,-122.459,1304,92423,46433.0,2015,18.0
11128,105,330000.0,3,1.0,1040,11900,1.0,0,4,4,7,1040,0.0,1972,0.0,98070,47.4332,-122.446,1250,9600,46433.0,2014,42.0
11129,362,490000.0,3,1.75,2020,215622,2.0,0,4,2,8,2020,0.0,1975,0.0,98070,47.4189,-122.499,1810,215622,46433.0,2015,40.0
11130,150,275000.0,3,1.0,1230,171190,1.0,0,4,0,8,1230,0.0,1973,0.0,98070,47.4397,-122.46,1550,15450,46433.0,2014,41.0
11131,39,285000.0,2,2.0,1651,18200,1.0,0,4,0,7,1651,0.0,1946,0.0,98070,47.4621,-122.461,1510,89595,46433.0,2014,68.0
11132,352,400000.0,3,2.5,2090,32718,2.0,1,1,0,8,1550,540.0,1919,0.0,98070,47.3338,-122.511,1200,192268,46433.0,2015,96.0
11133,325,695000.0,3,2.0,2632,18743,2.0,0,3,0,0,2632,0.0,2000,0.0,98070,47.3743,-122.421,1970,14171,46433.0,2015,15.0
11134,117,645000.0,2,1.5,1995,115670,1.5,0,2,2,9,1995,0.0,1991,0.0,98070,47.4022,-122.464,2142,29375,46433.0,2014,23.0
11135,45,445000.0,3,1.75,1890,32340,1.5,0,3,0,9,1890,0.0,1976,0.0,98070,47.4137,-122.439,1890,40180,46433.0,2014,38.0
11136,195,310000.0,2,1.5,1040,83199,1.0,0,4,2,8,870,170.0,1965,0.0,98070,47.4222,-122.443,1760,75794,46433.0,2014,49.0
11137,284,485000.0,3,2.0,2410,50654,1.5,0,4,0,8,2410,0.0,1995,0.0,98070,47.4154,-122.458,1900,36300,46433.0,2015,20.0
11138,358,329000.0,2,1.0,990,57499,1.0,0,4,1,7,990,0.0,1949,0.0,98070,47.4145,-122.463,2090,27442,46433.0,2015,66.0
11139,123,565000.0,3,2.5,2030,217805,1.0,0,4,0,10,2030,0.0,1999,0.0,98070,47.3942,-122.515,1870,109468,46433.0,2014,15.0
11140,158,297000.0,3,1.0,1340,18000,1.0,0,4,2,8,1340,0.0,1924,0.0,98070,47.4443,-122.509,1660,196591,46433.0,2014,90.0
11141,73,650000.0,1,1.0,920,91476,1.5,0,4,0,7,920,0.0,1996,0.0,98070,47.448,-122.472,1746,91476,46433.0,2014,18.0
11142,133,496000.0,3,3.5,3090,27598,2.0,0,0,2,10,2020,1070.0,1995,0.0,98070,47.3541,-122.453,2180,17085,46433.0,2014,19.0
11143,336,280000.0,2,1.0,990,45528,1.0,0,4,2,8,990,0.0,1992,0.0,98070,47.5013,-122.463,1730,45528,46433.0,2015,23.0
11144,338,485000.0,4,3.25,1946,17786,2.0,0,2,2,8,1946,0.0,1990,0.0,98070,47.359,-122.452,1460,16661,46433.0,2015,25.0
11145,95,495000.0,3,2.75,1830,208216,2.0,0,4,0,9,1830,0.0,1997,0.0,98070,47.4377,-122.464,1530,16988,46433.0,2014,17.0
11146,251,729000.0,3,4.25,3300,308080,2.0,0,0,2,10,2520,780.0,1976,0.0,98070,47.3979,-122.416,2130,90604,46433.0,2015,39.0
11147,103,367000.0,3,1.75,2000,12669,1.0,0,3,2,8,1200,800.0,1965,0.0,98070,47.3579,-122.446,1580,12055,46433.0,2014,49.0
11148,84,665000.0,3,2.5,3136,54450,1.5,0,4,4,9,3136,0.0,1910,0.0,98070,47.3999,-122.472,2300,54450,46433.0,2014,104.0
11149,11,350000.0,3,2.5,2010,14298,2.0,0,4,0,8,2010,0.0,1977,0.0,98070,47.5069,-122.472,2010,14298,46433.0,2014,37.0
11150,70,319000.0,3,1.75,1640,53400,1.0,0,4,2,8,1640,0.0,1966,0.0,98070,47.3944,-122.506,1850,380279,46433.0,2014,48.0
11151,32,437000.0,5,2.0,2120,137565,1.5,0,4,0,8,2120,0.0,1913,0.0,98070,47.4558,-122.507,2120,157123,46433.0,2014,101.0
