,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Income,house_age,year_sold,season,renovated,view_cat
8346,485000.0,3,1.75,2030,10089,1.0,0,2,9,1330,700.0,1976,0.0,15,47.5217,-122.05,2030,9827,117544.0,46,2015,0,0,0
8347,420000.0,4,1.75,2480,60548,1.0,0,2,8,1600,880.0,1968,0.0,15,47.4722,-122.001,2390,90169,117544.0,54,2015,1,0,0
8348,502775.0,3,1.75,1700,9840,1.0,0,2,9,1200,500.0,1976,0.0,15,47.5192,-122.046,2040,14169,117544.0,46,2015,0,0,0
8349,575000.0,3,2.75,1990,9600,1.0,0,0,9,1530,460.0,1978,0.0,15,47.532,-122.05,2170,10400,117544.0,44,2015,1,0,0
8350,618080.0,3,2.5,2030,6500,2.0,0,0,9,2030,0.0,1988,0.0,15,47.5654,-122.09200000000001,2030,8485,117544.0,34,2014,1,0,0
8351,735000.0,4,2.75,2450,4187,2.0,0,0,9,2450,0.0,2010,0.0,15,47.5471,-122.016,2320,4187,117544.0,12,2014,1,0,1
8352,475200.0,3,2.5,1670,3980,2.0,0,0,9,1670,0.0,2000,0.0,15,47.5317,-122.04700000000001,1670,2897,117544.0,22,2014,2,0,0
8353,780000.0,4,3.5,3910,59863,2.0,0,2,0,2490,1420.0,1987,0.0,15,47.4846,-122.06700000000001,2830,37674,117544.0,35,2014,1,0,0
8354,595000.0,4,3.0,3680,35736,1.5,0,2,9,2320,1360.0,1970,0.0,15,47.4703,-122.015,3210,39512,117544.0,52,2015,0,0,0
8355,645000.0,5,2.25,3340,52476,2.0,0,2,9,3340,0.0,1975,0.0,15,47.4553,-121.98700000000001,2460,48351,117544.0,47,2014,3,0,0
8356,575000.0,4,2.5,2120,9603,2.0,0,0,9,2120,0.0,1985,0.0,15,47.5348,-122.053,1990,9611,117544.0,37,2014,1,0,0
8357,542500.0,5,3.5,2730,42500,1.0,0,0,9,1530,1200.0,1989,0.0,15,47.4587,-121.99600000000001,3180,37970,117544.0,33,2014,3,0,0
8358,545000.0,3,2.0,1900,9975,1.0,0,0,9,1500,400.0,1973,0.0,15,47.5307,-122.054,2140,9825,117544.0,49,2015,1,0,0
8359,730100.0,4,2.5,3120,14300,2.0,0,0,10,3120,0.0,2003,0.0,15,47.5318,-122.055,2580,10005,117544.0,19,2014,1,0,0
8360,788000.0,4,3.25,3680,5759,2.0,0,0,10,2840,840.0,2003,0.0,15,47.5367,-122.06700000000001,3620,6006,117544.0,19,2014,1,0,0
8361,240000.0,2,1.0,1320,24319,1.0,0,0,8,1320,0.0,1966,0.0,15,47.4741,-122.015,1430,98445,117544.0,56,2015,0,0,0
8362,379880.0,3,2.5,1650,14054,1.0,0,2,8,1130,520.0,1986,0.0,15,47.4821,-122.01700000000001,1940,87555,117544.0,36,2014,1,0,0
8363,695000.0,3,2.25,2600,220300,1.5,0,4,9,2120,480.0,1977,0.0,15,47.4562,-122.016,2760,215600,117544.0,45,2015,1,0,0
8364,243800.0,3,1.0,1140,27760,1.0,0,2,7,1140,0.0,1981,0.0,15,47.5372,-121.97200000000001,1690,87300,117544.0,41,2014,1,0,0
8365,575000.0,3,2.25,2680,100188,2.0,0,2,9,1580,1100.0,1978,0.0,15,47.4776,-122.02,2540,60548,117544.0,44,2014,2,0,0
8366,451000.0,4,1.75,1260,7250,1.0,0,0,7,1260,0.0,1943,0.0,15,47.5267,-122.03200000000001,1880,7250,117544.0,79,2015,0,0,0
8367,965000.0,4,2.5,3420,9575,2.0,0,0,1,3420,0.0,1994,0.0,15,47.5527,-122.095,3310,8192,117544.0,28,2015,1,0,0
8368,492000.0,3,1.75,2770,39927,1.0,0,2,9,1580,1190.0,1978,0.0,15,47.4669,-122.00299999999999,2420,36384,117544.0,44,2014,1,0,0
8369,580000.0,4,2.25,2610,7700,1.0,0,0,9,1700,910.0,1977,0.0,15,47.5659,-122.089,2260,8266,117544.0,45,2014,2,0,0
8371,530000.0,4,3.25,4160,35654,2.0,0,0,9,2760,1400.0,1973,0.0,15,47.4683,-122.008,2500,35675,117544.0,49,2014,1,0,0
8372,465000.0,5,2.25,3020,10010,1.0,0,0,8,1510,1510.0,1959,0.0,15,47.5249,-122.044,1760,10878,117544.0,63,2014,3,0,0
8373,910000.0,4,2.5,2770,9798,2.0,0,2,10,2770,0.0,1986,0.0,15,47.562,-122.081,3040,11100,117544.0,36,2015,1,0,0
8374,500000.0,3,2.0,1990,65340,2.0,0,0,9,1990,0.0,1986,0.0,15,47.4726,-121.99,2120,59241,117544.0,36,2015,1,0,0
8375,620000.0,3,2.0,2460,41343,1.0,0,2,9,2460,0.0,1988,0.0,15,47.5142,-122.021,2500,53885,117544.0,34,2014,1,0,0
8376,593000.0,3,2.75,1830,1850,2.0,0,0,0,1690,140.0,2011,0.0,15,47.5307,-122.074,2310,2680,117544.0,11,2014,2,0,0
8377,800000.0,4,2.25,2120,9921,2.0,0,0,9,2120,0.0,1981,0.0,15,47.5593,-122.08200000000001,1890,7845,117544.0,41,2015,1,0,0
8378,130000.0,2,1.0,600,1500,1.0,0,2,5,600,0.0,1900,0.0,15,47.5289,-122.03299999999999,1130,6000,117544.0,122,2015,0,0,0
8379,389000.0,3,1.75,1400,10018,1.0,0,2,8,1400,0.0,1962,0.0,15,47.5327,-122.03200000000001,1350,9300,117544.0,60,2014,2,0,0
8380,410000.0,3,1.5,1750,32500,1.0,0,2,8,1750,0.0,1966,0.0,15,47.5316,-121.959,1820,102801,117544.0,56,2014,2,0,0
8381,820000.0,4,2.5,2920,252648,2.0,0,0,0,2920,0.0,2002,0.0,15,47.4784,-122.04799999999999,2180,71874,117544.0,20,2014,2,0,0
8382,580000.0,3,2.25,1940,5980,1.0,0,0,8,1520,420.0,1987,0.0,15,47.5476,-122.075,1910,6309,117544.0,35,2014,2,0,0
8383,362500.0,4,1.75,1450,8450,1.0,0,0,8,1450,0.0,1960,0.0,15,47.5289,-122.02799999999999,1540,8450,117544.0,62,2014,1,0,0
8384,800000.0,4,2.75,3260,5000,2.0,0,0,10,3260,0.0,2007,0.0,15,47.5395,-121.99700000000001,3450,6218,117544.0,15,2015,1,0,0
8385,765000.0,4,2.5,2980,5000,2.0,0,0,0,2980,0.0,2006,0.0,15,47.5431,-121.99700000000001,3140,5500,117544.0,16,2014,2,0,0
8386,653675.0,4,2.25,2280,7229,2.0,0,2,9,2280,0.0,1984,0.0,15,47.5609,-122.081,2320,7735,117544.0,38,2015,0,0,0
8387,500000.0,3,2.5,1940,37565,1.0,0,2,9,1940,0.0,1987,0.0,15,47.4801,-122.06299999999999,2560,37565,117544.0,35,2014,1,0,0
8388,980000.0,4,3.25,3720,7150,2.0,0,0,1,3720,0.0,2007,0.0,15,47.5359,-122.069,4040,7442,117544.0,15,2014,3,0,1
8389,760000.0,4,3.25,3140,3680,2.0,0,0,0,2310,830.0,2009,0.0,15,47.5319,-122.07600000000001,2620,2664,117544.0,13,2014,2,0,0
8390,770000.0,3,2.5,2430,54059,2.0,0,0,0,2430,0.0,1987,0.0,15,47.4664,-121.992,2910,49658,117544.0,35,2014,1,0,0
8391,570000.0,2,1.75,2870,102366,2.0,0,2,9,1770,0.0,1994,0.0,15,47.4847,-122.0,2960,108900,117544.0,28,2014,2,0,1
8392,380000.0,2,1.0,1470,81021,1.0,0,2,7,1470,0.0,1949,0.0,15,47.4771,-122.03,2600,69696,117544.0,73,2014,2,0,0
8393,464950.0,4,2.5,2230,64438,1.0,0,2,8,1230,1000.0,1978,0.0,15,47.4754,-122.007,2230,71002,117544.0,44,2014,2,0,0
8394,920000.0,4,2.5,3550,10233,2.0,0,0,10,3550,0.0,1996,0.0,15,47.5499,-122.1,3310,9157,117544.0,26,2014,3,0,0
8395,475000.0,3,2.5,2220,60984,2.0,0,2,9,2220,0.0,1987,0.0,15,47.4802,-122.052,1930,55333,117544.0,35,2014,3,0,0
8396,840000.0,4,3.25,3160,6327,2.0,0,0,10,2280,880.0,2004,0.0,15,47.536,-122.066,3160,5946,117544.0,18,2015,1,0,0
8397,625000.0,4,2.25,1920,8259,2.0,0,2,9,1920,0.0,1979,0.0,15,47.5616,-122.088,2030,8910,117544.0,43,2014,3,0,0
8398,615000.0,3,2.5,1980,3128,2.0,0,0,9,1890,90.0,2009,0.0,15,47.5456,-122.016,2160,2240,117544.0,13,2014,2,0,0
8399,500000.0,5,3.25,3130,12087,2.0,0,0,9,2180,950.0,1975,0.0,15,47.5336,-122.052,2410,10350,117544.0,47,2014,2,0,0
8400,757500.0,5,2.25,3160,8065,2.0,0,0,9,3160,0.0,1977,0.0,15,47.5678,-122.089,2540,7917,117544.0,45,2015,0,0,0
8401,574950.0,5,3.25,3160,10000,2.0,0,2,9,3160,0.0,1980,0.0,15,47.52,-122.04700000000001,2130,10000,117544.0,42,2014,1,0,0
8402,527500.0,3,1.75,2310,78844,1.0,0,0,9,1760,550.0,1977,0.0,15,47.5406,-122.066,2830,6230,117544.0,45,2014,1,0,0
8403,611000.0,6,2.5,3820,53173,1.0,0,2,10,2040,1780.0,1974,0.0,15,47.5209,-122.052,2510,15314,117544.0,48,2014,1,0,0
8404,890900.0,4,2.5,3420,6233,2.0,0,0,10,3420,0.0,2006,0.0,15,47.5416,-121.99799999999999,3350,5000,117544.0,16,2014,2,0,0
8405,725000.0,4,1.75,2350,7574,1.0,0,0,9,1720,630.0,1979,0.0,15,47.5634,-122.087,2220,8496,117544.0,43,2015,1,0,0
8406,546000.0,2,1.0,1200,12856,1.0,0,2,7,1200,0.0,1948,0.0,15,47.5321,-122.03399999999999,1740,6098,117544.0,74,2015,0,0,0
8407,385000.0,4,1.75,1800,10890,1.5,0,2,7,1800,0.0,1912,0.0,15,47.5312,-122.04,1530,9818,117544.0,110,2014,2,0,0
8408,600000.0,3,2.5,2320,7609,2.0,0,0,9,2320,0.0,2003,0.0,15,47.5391,-122.069,2590,4000,117544.0,19,2014,2,0,0
8410,490000.0,4,2.25,3390,39356,1.0,0,2,9,1640,1750.0,1964,0.0,15,47.46100000000001,-121.992,2160,38061,117544.0,58,2015,1,0,0
8411,377000.0,3,1.75,1820,34800,1.0,0,2,7,1820,0.0,1967,0.0,15,47.4616,-121.98,2570,52707,117544.0,55,2014,2,0,0
8412,495000.0,4,2.5,2480,91911,1.0,0,2,8,1470,1010.0,1973,0.0,15,47.4579,-121.98100000000001,2540,91911,117544.0,49,2015,1,0,1
8413,427000.0,3,2.0,1720,128066,1.0,0,0,8,1720,0.0,1994,0.0,15,47.4487,-121.98100000000001,2360,111078,117544.0,28,2014,2,0,0
8414,683000.0,3,2.5,2300,9218,2.0,0,0,10,2300,0.0,1998,0.0,15,47.5504,-122.07700000000001,2730,9930,117544.0,24,2014,2,0,1
8415,330000.0,3,1.0,1180,43124,1.0,0,2,7,1180,0.0,1959,0.0,15,47.5278,-122.06299999999999,1410,43560,117544.0,63,2014,1,0,0
8416,598500.0,4,2.5,2520,3980,2.0,0,0,9,2520,0.0,2005,0.0,15,47.5401,-122.07,2610,3980,117544.0,17,2014,2,0,0
8417,440000.0,4,2.5,2560,10400,1.0,0,2,8,1280,1280.0,1965,0.0,15,47.5225,-122.04,1740,11050,117544.0,57,2014,1,0,0
8418,585000.0,4,3.25,3410,34939,2.0,0,2,10,2470,940.0,1992,0.0,15,47.458999999999996,-122.00299999999999,2450,39045,117544.0,30,2015,1,0,0
8419,470000.0,3,2.25,1830,39165,1.0,0,4,9,1830,0.0,1963,0.0,15,47.4612,-121.992,2020,36184,117544.0,59,2014,3,0,0
8420,808000.0,4,2.75,3340,7230,2.0,0,0,10,3340,0.0,1996,0.0,15,47.549,-122.096,3230,7529,117544.0,26,2014,3,0,0
8421,900000.0,4,2.5,3690,11468,2.0,0,0,1,3690,0.0,1987,0.0,15,47.5699,-122.09200000000001,3370,10751,117544.0,35,2014,2,0,0
8423,800000.0,4,2.75,3250,5500,2.0,0,0,10,3250,0.0,2007,0.0,15,47.5398,-121.99700000000001,3920,6000,117544.0,15,2015,0,0,0
8424,478000.0,3,1.75,2790,36585,1.0,0,2,9,1410,1380.0,1970,0.0,15,47.4734,-121.999,1900,45302,117544.0,52,2014,2,0,0
8425,437500.0,3,2.25,1970,35100,2.0,0,2,10,1970,0.0,1977,0.0,15,47.4635,-121.991,2340,35100,117544.0,45,2014,1,0,0
8426,560000.0,3,2.0,1860,13374,1.0,0,0,9,1860,0.0,1985,0.0,15,47.5397,-122.054,1960,9797,117544.0,37,2014,1,0,0
8427,632000.0,5,3.0,3520,36558,2.0,0,2,9,2100,1420.0,1985,0.0,15,47.4658,-122.007,3000,36558,117544.0,37,2014,3,0,0
8428,917000.0,4,2.5,3500,10891,2.0,0,0,0,3500,0.0,1995,0.0,15,47.5533,-122.09299999999999,3820,13521,117544.0,27,2014,2,0,1
8429,710000.0,3,2.25,3130,65775,2.0,0,2,9,3130,0.0,1978,0.0,15,47.5462,-122.085,3130,72309,117544.0,44,2014,2,0,0
8430,389999.0,3,2.25,1445,1471,2.0,0,0,8,1300,145.0,2003,0.0,15,47.5342,-122.072,1410,1399,117544.0,19,2014,1,0,0
8431,450000.0,4,3.0,1890,13140,1.0,0,2,8,1270,620.0,1967,0.0,15,47.5221,-122.044,1900,11160,117544.0,55,2014,2,0,0
8432,630000.0,4,2.75,2710,37277,2.0,0,0,10,2710,0.0,2000,0.0,15,47.4634,-121.98700000000001,2390,39299,117544.0,22,2014,1,0,0
8433,503000.0,3,1.75,2070,9827,1.0,0,2,8,1420,650.0,1967,0.0,15,47.522,-122.05,2150,9827,117544.0,55,2015,1,0,0
8434,500000.0,3,2.5,1670,2575,2.0,0,0,9,1670,0.0,2000,0.0,15,47.53100000000001,-122.04700000000001,1670,2897,117544.0,22,2015,0,0,0
8435,300000.0,3,1.5,1630,82764,1.0,0,2,7,1630,0.0,1948,0.0,15,47.4743,-122.02600000000001,1680,199069,117544.0,74,2015,1,0,0
8436,620000.0,4,2.5,1910,7683,2.0,0,0,9,1910,0.0,1987,0.0,15,47.5644,-122.09200000000001,1980,8485,117544.0,35,2014,1,0,0
8437,525000.0,3,2.25,1960,12350,1.0,0,2,8,1960,0.0,1961,0.0,15,47.5247,-122.052,1920,13608,117544.0,61,2015,1,0,0
8438,685000.0,5,2.5,3160,5635,2.0,0,0,10,3160,0.0,2003,0.0,15,47.5362,-122.06700000000001,3670,6087,117544.0,19,2014,3,0,0
8439,500000.0,4,2.25,2420,36680,2.0,0,2,9,2420,0.0,1977,0.0,15,47.4663,-122.006,2410,36680,117544.0,45,2015,0,0,0
8440,625000.0,3,2.5,2010,3200,2.0,0,0,10,2010,0.0,2009,0.0,15,47.5463,-122.015,2250,3200,117544.0,13,2015,0,0,0
8441,530000.0,3,2.75,2440,45738,2.0,0,0,9,1840,600.0,1987,0.0,15,47.5453,-121.95700000000001,2440,189100,117544.0,35,2014,3,0,0
8442,600000.0,5,3.5,3370,16846,2.0,0,0,10,2650,720.0,1998,0.0,15,47.5584,-122.089,3330,13000,117544.0,24,2015,0,0,1
8443,499900.0,4,3.0,2180,12196,2.0,0,2,8,2180,0.0,1968,0.0,15,47.5338,-122.03299999999999,1500,6534,117544.0,54,2014,2,0,0
8444,775000.0,4,2.5,3180,15358,2.0,0,0,10,3180,0.0,1988,0.0,15,47.5172,-122.053,3020,15522,117544.0,34,2014,3,0,0
8445,560000.0,3,2.0,2870,95396,1.0,0,2,10,1350,1520.0,1980,0.0,15,47.4834,-122.001,2870,102366,117544.0,42,2014,2,0,0
8446,550000.0,1,1.5,1900,40600,1.5,0,4,10,1450,450.0,1977,0.0,15,47.4718,-122.009,2920,40427,117544.0,45,2014,3,0,0
8447,330000.0,2,1.0,720,7250,1.0,0,0,6,720,0.0,1943,0.0,15,47.5267,-122.03200000000001,1760,7250,117544.0,79,2014,2,0,0
8448,638150.0,4,2.5,2170,7275,1.0,0,0,9,1820,350.0,1978,0.0,15,47.5672,-122.09,2390,7275,117544.0,44,2014,2,0,0
8449,360000.0,2,1.0,930,6098,1.0,0,2,7,930,0.0,1919,0.0,15,47.5289,-122.03,1730,9000,117544.0,103,2014,3,0,0
8450,765000.0,5,3.75,3580,14275,2.0,0,0,0,3190,390.0,1999,0.0,15,47.5322,-122.056,2740,14300,117544.0,23,2014,1,0,0
8451,575000.0,3,1.75,2270,10136,2.0,0,0,9,2270,0.0,1979,0.0,15,47.535,-122.056,2260,9600,117544.0,43,2014,3,0,0
8452,361000.0,2,2.5,1320,48787,1.0,0,0,9,1320,0.0,2004,0.0,15,47.5157,-121.92399999999999,1830,155073,117544.0,18,2015,1,0,0
8453,865000.0,3,3.75,3830,219106,2.0,0,0,10,3830,0.0,1977,1999.0,15,47.5432,-121.95200000000001,2440,219106,117544.0,45,2014,2,1,0
8454,511100.0,4,2.5,1560,12220,1.5,0,2,8,1560,0.0,1965,0.0,15,47.5287,-122.053,1920,12220,117544.0,57,2014,2,0,0
8455,369300.0,3,1.5,1480,21320,1.0,0,2,8,1480,0.0,1967,0.0,15,47.5234,-122.04299999999999,1850,17825,117544.0,55,2015,0,0,0
8456,510000.0,4,2.5,2600,118666,1.0,0,0,8,1400,1200.0,1981,0.0,15,47.54,-121.97,2440,131116,117544.0,41,2015,1,0,0
8457,535000.0,5,2.25,2520,49222,2.0,0,2,9,2520,0.0,1978,0.0,15,47.4918,-122.064,2780,55321,117544.0,44,2014,1,0,0
8458,525000.0,3,1.75,2620,38350,1.0,0,2,9,1320,1300.0,1977,0.0,15,47.4619,-121.991,2170,36962,117544.0,45,2015,1,0,0
8460,695000.0,4,3.5,3310,21050,2.0,0,4,10,2400,910.0,1992,0.0,15,47.5197,-122.041,2260,23400,117544.0,30,2014,2,0,0
8461,839000.0,5,4.0,4280,11307,2.0,0,0,0,2710,1570.0,1996,0.0,15,47.5503,-122.081,3080,11307,117544.0,26,2014,2,0,0
8462,572000.0,3,2.5,2360,9938,1.0,0,0,9,1690,670.0,1987,0.0,15,47.5374,-122.053,2280,9626,117544.0,35,2014,2,0,0
8463,427500.0,3,1.75,1430,16200,1.0,0,2,8,1430,0.0,1967,0.0,15,47.5223,-122.04299999999999,1690,13125,117544.0,55,2015,1,0,0
8464,588000.0,4,2.25,2580,7344,2.0,0,0,9,2580,0.0,1977,0.0,15,47.5647,-122.09,2390,7507,117544.0,45,2014,2,0,0
8465,685000.0,3,2.5,2520,10175,1.0,0,0,9,1630,890.0,1979,0.0,15,47.5652,-122.089,2220,8388,117544.0,43,2015,1,0,0
8466,695000.0,3,3.5,2630,4713,2.0,0,0,10,2030,600.0,2008,0.0,15,47.5473,-122.016,2450,4187,117544.0,14,2014,3,0,1
8467,440000.0,3,2.25,1760,10835,1.0,0,2,9,1290,470.0,1976,0.0,15,47.522,-122.04799999999999,2050,10488,117544.0,46,2014,3,0,0
8468,255500.0,2,1.0,1440,43560,1.0,0,2,8,1150,290.0,1965,0.0,15,47.4916,-122.08200000000001,1870,56628,117544.0,57,2014,2,0,0
8469,210000.0,3,1.0,1020,6000,1.0,0,0,6,1020,0.0,1900,0.0,15,47.5281,-122.031,2070,7200,117544.0,122,2014,2,0,0
8470,396450.0,3,1.75,1540,12446,1.0,0,4,9,1540,0.0,1967,0.0,15,47.5172,-122.027,1330,11508,117544.0,55,2014,1,0,0
8471,592500.0,4,2.5,3370,35150,1.0,0,4,9,1770,1600.0,1993,0.0,15,47.46100000000001,-122.00200000000001,2920,41241,117544.0,29,2014,2,0,0
8472,480000.0,2,2.0,1140,12000,1.0,0,0,7,1140,0.0,1943,0.0,15,47.5277,-122.031,1880,6125,117544.0,79,2014,3,0,0
8474,873000.0,3,2.25,2720,54450,2.0,0,0,1,2720,0.0,1997,0.0,15,47.5473,-122.09200000000001,3170,60548,117544.0,25,2015,0,0,0
8475,589000.0,3,2.5,2320,5663,2.0,0,0,9,2320,0.0,2003,0.0,15,47.538999999999994,-122.07,2500,4500,117544.0,19,2014,2,0,0
8476,589900.0,4,4.5,3870,35889,2.0,0,0,0,2530,1340.0,2001,0.0,15,47.4677,-122.01,3020,35366,117544.0,21,2014,1,0,0
8477,401000.0,3,1.0,1120,8321,1.0,0,2,7,1120,0.0,1941,0.0,15,47.5631,-122.09100000000001,1980,8671,117544.0,81,2014,2,0,0
8478,620000.0,3,2.25,2010,7495,1.0,0,2,9,1570,440.0,1979,0.0,15,47.5613,-122.083,2050,8402,117544.0,43,2015,0,0,0
8479,549000.0,4,2.25,2740,88426,2.0,0,0,8,2740,0.0,1991,0.0,15,47.4734,-122.006,2740,62726,117544.0,31,2014,1,0,0
8480,710000.0,6,3.5,3830,68825,2.0,0,0,10,3830,0.0,1995,0.0,15,47.4574,-122.00299999999999,2410,68825,117544.0,27,2015,0,0,0
8481,545000.0,3,2.5,2660,20369,2.0,0,0,9,2660,0.0,1992,0.0,15,47.5234,-122.055,2720,12927,117544.0,30,2014,2,0,0
8482,774888.0,3,2.25,2420,23507,1.0,0,2,9,2420,0.0,1969,0.0,15,47.5107,-122.027,2540,22257,117544.0,53,2014,3,0,0
8483,377500.0,3,2.25,1410,1377,2.0,0,0,8,1290,120.0,2005,0.0,15,47.5342,-122.06700000000001,1445,1370,117544.0,17,2014,1,0,0
8484,425000.0,3,2.25,1620,997,2.5,0,0,9,1540,80.0,2010,0.0,15,47.54,-122.02600000000001,1620,1068,117544.0,12,2014,2,0,0
8485,839704.0,4,3.25,2950,4161,2.0,0,0,0,2210,740.0,2014,0.0,15,47.5297,-122.073,2790,3693,117544.0,8,2015,0,0,0
8486,375000.0,3,2.5,1600,2042,2.0,0,0,9,1600,0.0,2005,0.0,15,47.5341,-122.06700000000001,1445,1370,117544.0,17,2014,3,0,0
8487,715000.0,5,3.25,2710,2356,2.0,0,0,9,2230,480.0,2013,0.0,15,47.5394,-122.02799999999999,2160,2108,117544.0,9,2015,1,0,0
8488,645000.0,3,2.5,2170,1984,2.5,0,0,9,2170,0.0,2008,0.0,15,47.5401,-122.027,2150,1984,117544.0,14,2015,1,0,0
8489,334950.0,2,2.25,1240,750,2.0,0,0,8,1150,90.0,2008,0.0,15,47.5322,-122.073,1240,750,117544.0,14,2015,0,0,0
8490,629800.0,3,2.5,2390,1984,2.0,0,0,9,2220,170.0,2008,0.0,15,47.5405,-122.027,2150,1984,117544.0,14,2014,2,0,0
8491,420000.0,3,2.25,1620,1075,3.0,0,0,9,1540,80.0,2009,0.0,15,47.5405,-122.02600000000001,1620,1237,117544.0,13,2014,2,0,0
8492,304500.0,4,2.0,1350,942,3.0,0,0,8,1350,0.0,2008,0.0,15,47.5394,-122.02600000000001,1390,942,117544.0,14,2015,0,0,0
8493,509900.0,3,2.5,1790,2700,2.0,0,0,9,1790,0.0,2010,0.0,15,47.56399999999999,-122.09299999999999,1890,3078,117544.0,12,2014,1,0,0
8494,366000.0,3,2.25,1445,1028,2.0,0,0,8,1300,145.0,2005,0.0,15,47.5339,-122.06700000000001,1445,1377,117544.0,17,2014,2,0,0
8497,293467.0,4,2.0,1590,942,3.0,0,0,8,1590,0.0,2008,0.0,15,47.54,-122.02600000000001,1390,942,117544.0,14,2015,0,0,0
8498,550000.0,3,3.5,2490,3582,2.0,0,0,9,1720,770.0,2005,0.0,15,47.5338,-122.06700000000001,1445,1590,117544.0,17,2014,2,0,0
8499,665000.0,4,3.5,2650,3474,2.0,0,0,9,2230,420.0,2011,0.0,15,47.5377,-122.046,2330,3474,117544.0,11,2014,2,0,0
8500,909500.0,4,4.0,4420,5940,2.0,0,0,0,3410,1010.0,2006,0.0,15,47.5397,-122.072,4510,5797,117544.0,16,2015,0,0,0
8501,288790.0,4,2.0,1390,745,3.0,0,0,8,1390,0.0,2008,0.0,15,47.5401,-122.02600000000001,1390,942,117544.0,14,2014,3,0,0
8502,615000.0,3,3.5,2710,3326,2.0,0,0,9,1650,1060.0,2005,0.0,15,47.5371,-122.073,2280,2738,117544.0,17,2014,3,0,0
8503,325000.0,2,2.25,1230,1058,2.0,0,0,8,1160,70.0,2008,0.0,15,47.5325,-122.073,1240,817,117544.0,14,2015,0,0,0
8504,650000.0,3,2.5,2500,51836,1.0,0,0,10,1510,0.0,2013,0.0,15,47.4694,-121.98899999999999,2270,54450,117544.0,9,2014,2,0,0
8505,600000.0,3,3.5,2710,3290,2.0,0,0,9,1650,1060.0,2006,0.0,15,47.5367,-122.072,2440,3290,117544.0,16,2014,3,0,0
8506,555000.0,3,2.5,1940,3211,2.0,0,0,9,1940,0.0,2009,0.0,15,47.5644,-122.09299999999999,1880,3078,117544.0,13,2014,2,0,0
8507,325000.0,2,2.25,1230,1078,2.0,0,0,8,1160,70.0,2008,0.0,15,47.5324,-122.073,1240,817,117544.0,14,2014,3,0,0
8508,571000.0,3,2.5,2140,2867,2.0,0,0,9,1960,180.0,2005,0.0,15,47.5357,-122.073,2280,2836,117544.0,17,2015,0,0,0
8510,335000.0,3,2.5,1150,683,2.0,0,0,8,1150,0.0,2013,0.0,15,47.5323,-122.071,1150,755,117544.0,9,2015,0,0,0
8511,535000.0,3,2.5,2280,2289,2.0,0,0,9,1880,400.0,2006,0.0,15,47.5375,-122.073,2280,2425,117544.0,16,2014,1,0,0
8512,384500.0,3,2.5,1600,2610,2.0,0,0,9,1600,0.0,2005,0.0,15,47.5344,-122.068,1445,1288,117544.0,17,2014,2,0,0
8513,585000.0,4,2.5,2430,4747,2.0,0,0,9,2430,0.0,2008,0.0,15,47.5285,-122.031,1930,7200,117544.0,14,2014,1,0,0
8514,611000.0,3,2.5,2134,1984,2.5,0,0,9,2134,0.0,2008,0.0,15,47.5402,-122.027,2170,1984,117544.0,14,2014,1,0,0
8515,716500.0,3,2.5,2340,2155,2.0,0,0,0,2120,220.0,2012,0.0,15,47.53,-122.073,2640,2680,117544.0,10,2015,0,0,0
8516,1390000.0,4,3.5,4010,15365,2.0,0,0,1,4010,0.0,2006,0.0,15,47.5528,-122.09299999999999,3550,13429,117544.0,16,2014,2,0,1
8517,890000.0,4,4.25,4420,5750,2.0,0,0,0,3410,1010.0,2006,0.0,15,47.5404,-122.073,4420,5750,117544.0,16,2014,1,0,0
8518,461000.0,3,2.25,1620,998,2.5,0,0,9,1540,80.0,2012,0.0,15,47.5394,-122.027,1620,1068,117544.0,10,2015,1,0,0
8519,599000.0,3,2.75,1840,2060,2.0,0,0,0,1700,140.0,2013,0.0,15,47.53,-122.073,2590,2680,117544.0,9,2014,3,0,0
8520,820000.0,4,2.5,3260,26772,2.0,0,0,10,3260,0.0,2007,0.0,15,47.5115,-122.031,3260,14491,117544.0,15,2015,0,0,0
8521,391000.0,3,2.25,1410,1290,2.0,0,0,8,1290,120.0,2004,0.0,15,47.5345,-122.069,1490,1380,117544.0,18,2014,1,0,0
8523,661000.0,4,3.25,2600,2074,2.0,0,0,9,2150,450.0,2011,0.0,15,47.5402,-122.02799999999999,2510,2074,117544.0,11,2014,3,0,0
8524,415000.0,3,2.25,1620,998,2.5,0,0,9,1540,80.0,2010,0.0,15,47.5401,-122.027,1620,1299,117544.0,12,2014,1,0,0
8525,355000.0,3,2.25,1410,1332,2.0,0,0,8,1290,120.0,2004,0.0,15,47.5345,-122.069,1445,1290,117544.0,18,2014,3,0,0
8526,530000.0,3,2.5,1790,3078,2.0,0,0,9,1790,0.0,2010,0.0,15,47.5638,-122.094,1890,3078,117544.0,12,2014,2,0,0
8527,635000.0,3,3.0,2230,1407,2.5,0,0,9,1850,380.0,2013,0.0,15,47.5446,-122.01700000000001,2290,1407,117544.0,9,2014,2,0,0
8528,635000.0,3,3.0,2290,1407,2.5,0,0,9,1890,400.0,2014,0.0,15,47.5446,-122.01700000000001,2230,1407,117544.0,8,2015,0,0,0
